party-id,collision-id,party-number,party-type,is-at-fault,is-on-duty-emergency-vehicle,is-hit-and-run,airbag-code,airbag-description,safety-equipment-code,safety-equipment-description,special-information,other-associate-factor,inattention-direction-of-travel,street-or-highway-name,speed-limit,movement-prec-coll-code,movement-prec-coll-description,sobriety-drug-physical-code-1,sobriety-drug-physical-description-1,sobriety-drug-physical-code-2,sobriety-drug-physical-description-2,gender-code,gender-description,stated-age,driver-license-class,driver-license-state-code,race-code,race-desc,v-1-year,v-1-make,v-1-model,v-1-color,v-1-is-vehicle-towed,lane,thru-lanes,total-lanes,is-dre-conducted
2209155,1166502,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,40,C,CA,,,2018,MERB,E43,BLK,,,,,
2209107,1166478,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,W,SR-24,65,R,OTHER,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,2006,NISSAN,Altima,GRY,,,,,
2209040,1166442,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,S,I-880,55,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,36,C,CA,,,2019,HYUN,IONIQ,BLU,,,,,
2209039,1166442,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 21658(a),S,I-880,55,J,CHANGING LANES,B,HBD-UNDER INFLUENCE,,,F,FEMALE,27,C,CA,,,2009,TOYO,Camry,BLK,,,,,
2209011,1166428,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,S,SR-13,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,42,C,CA,,,2018,TSMR,MODEL 3,WHI,,,,,
2209010,1166428,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,S,SR-13,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,22,C,CA,,,2011,TOYT,Yaris,RED,,,,,
2209009,1166428,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,S,SR-13,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,35,C,CA,,,2004,TOYT,Corolla,SIL,,,,,
2208889,1166371,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,36,C,CA,,,2008,HONDA,ODDYSEY,GRY,,,,,
2208888,1166371,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,INATTENTION,CELL PHONE HANDHELDW,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,23,C,CA,,,2005,TOYOTA,Camry,SIL,,,,,
2208127,1165989,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,33,C,CA,,,2020,MERB,C300,GRY,,,,,
2208126,1165989,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,,,,,,,,,
2208086,1165971,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,44,A,CA,,,2000,PTRB,815,WHT/GRN,,,,,
2208085,1165971,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,30,C,CA,,,2014,TOYT,Camry,GRY,,,,,
2207930,1165889,2,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107,E,I-80,50,R,OTHER,B,HBD-UNDER INFLUENCE,,,M,MALE,39,C,CA,,,2016,FORD,Fusion,SIL,,,,,
2207929,1165889,1,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-80,50,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,27,C,CA,,,2018,CHRY,300,BLK,,,,,
2207590,1165725,3,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22350,E,I-580,65,B,PROCEEDING STRAIGHT,B,HBD-UNDER INFLUENCE,,,M,MALE,19,U,CA,,,2004,VOLK,Touareg,BLU,,,,,
2207589,1165725,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,39,C,CA,,,2008,GMC,Envoy,BLK,,,,,
2207588,1165725,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,66,C,CA,,,2001,TOYO,Tundra,WHI,,,,,
2207538,1165699,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,45TH ST,25,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,69,B,CA,,,2014,CHEV,Express,YEL,,,,,
2207537,1165699,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,45th st,25,I,PASSING OTHER VEHICLE,A,HAD NOT BEEN DRINKING,,,M,MALE,67,C,CA,,,2003,FORD,Escape,SIL,,,,,
2207418,1165637,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,55,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,26,C,CA,,,2010,TOYO,Prius,RED,,,,,
2207417,1165637,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,55,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,30,C,CA,,,2017,HYUNDAI,Elantra,BLU,,,,,
2207408,1165632,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,31,C,CA,,,2015,TOYO,Corolla,GRN,,,,,
2207407,1165632,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,W,I-80,50,J,CHANGING LANES,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,,,,,,,,,
2207398,1165626,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,50,C,CA,,,2016,KIA,Sorento,GRY,,,,,
2207397,1165626,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,,,,,,,,,
2207388,1165621,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,20,F,NE,,,2007,NISSAN,Versa,SIL,,,,,
2207385,1165619,1,Driver,True,False,True,L,AIR BAG DEPLOYED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,S,I-880,45,R,OTHER,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,2005,CHRY,300,WHI,,,,,
2206751,1165282,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,16,C,CA,,,2004,LEXUS,430,GRY,,,,,
2206750,1165282,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,29,C,CA,,,1996,OLDS,Cutlass,SIL,,,,,
2206537,1165173,2,Driver,True,False,True,M,AIR BAG NOT DEPLOYED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,55,J,CHANGING LANES,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,2003,FORD,Taurus,SIL,,,,,
2206536,1165173,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,55,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,45,A,CA,,,2019,PETE,Tractor,RED,,,,,
2205948,1164867,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107,W,I-580,65,R,OTHER,B,HBD-UNDER INFLUENCE,,,F,FEMALE,20,C,CA,,,2009,TOYT,Corolla,WHI,,,,,
2205484,1164636,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,SR-13,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,,C,CA,,,2015,MERB,S550,BLU,,,,,
2205483,1164636,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,SR-13,65,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,22,C,CA,,,1998,HOND,Civic,GRN,,,,,
2205468,1164628,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,SR-13,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,,C,CA,,,2017,TOYO,Sienna,GRN,,,,,
2205467,1164628,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,SR-13,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,,C,CA,,,2015,MERB,S550,BLU,,,,,
2205466,1164628,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,UNINVOLVED VEHICLE,N,SR-13,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,21,,,,,2008,TOYT,tC,BLU,,,,,
2204564,1164166,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,SR-24,50,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,46,B,CA,,,2006,CHEV,PANEL,WHT,,,,,
2204563,1164166,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,SR-24,50,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,53,A,CA,,,2010,PETE,386,PLE,,,,,
2203852,1163804,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,54,F,OK,,,2014,FORD,TRANSIT,WHT,,,,,
2203851,1163804,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,57,C,CA,,,1996,TOYO,Paseo,RED,,,,,
2203711,1163730,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,21,C,CA,,,2011,TOYO,Corolla,BLU,,,,,
2203708,1163728,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,25,C,CA,,,2016,HOND,Civic,WHI,,,,,
2203707,1163728,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,,,,,,,,,
2203676,1163712,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,55,C,RAN OFF ROAD,A,HAD NOT BEEN DRINKING,,,M,MALE,21,U,CA,,,2001,ACURA,MPX,BLK,,,,,
2203561,1163656,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,55,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,56,A,CA,,,2012,FREI,CASCADE,RED,,,,,
2203560,1163656,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE HANDSFREE IN USE,NONE APPARENT,N,I-880,65,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,20,C,CA,,,2005,HONDA,Civic,WHI,,,,,
2203559,1163655,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,S,I-880,65,H,SLOWING/STOPPING,G,IMPAIRMENT_NOT_KNOWN,,,F,FEMALE,24,C,CA,,,2016,JEEP,RENEGADE,BRO,,,,,
2203558,1163655,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,S,I-880,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,,,,,,,,,,,,,,,,
2203545,1163648,4,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,32,C,CA,,,2012,TOYO,Highlander,GRY,,,,,
2203544,1163648,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,44,C,CA,,,2012,TOYO,Tundra,WHI,,,,,
2203543,1163648,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,25,C,CA,,,1999,HOND,Accord,GLD,,,,,
2203542,1163648,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,50,C,CA,,,2018,TOYO,Highlander,BLU,,,,,
2203532,1163643,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,44,C,CA,,,2001,LEXS,GS430,SIL,,,,,
2203531,1163643,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,39,C,CA,,,2017,NISS,Altima,GRY,,,,,
2203530,1163643,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,W,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,31,C,CA,,,2006,CHEV,Express,BLU,,,,,
2203518,1163637,4,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,52,C,CA,,,2019,TOYT,RAV4,GRY,,,,,
2203517,1163637,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,65,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,32,C,CA,,,2010,TOYT,Prius,BLU,,,,,
2203516,1163637,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,67,C,CA,,,2005,DODG,Stratus,GRY,,,,,
2203515,1163637,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,N,I-880,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,69,C,CA,,,2012,CADI,SRX,BLK,,,,,
2203513,1163635,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE USE UNKNOWN,VC SECTION VIOLATED - 22450(a),E,SFOBB TOLL PLAZA PARKING LOT,20,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,2020,CHEV,Impala,WHI,,,,,
2203492,1163624,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,SR-24,55,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,25,C,CA,,,2018,HONDA,Accord,SIL,,,,,
2203491,1163624,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,SR-24,55,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,73,C,CA,,,2013,HONDA,CRV,GRY,,,,,
2202289,1163013,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107 VC,W,I-80,25,R,OTHER,B,HBD-UNDER INFLUENCE,,,M,MALE,29,C,CA,,,2017,SUBA,WRX,WHT,,,,,
2202183,1162958,2,Driver,,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,,,,,,,,,,,,,,,,
2202182,1162958,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,25,C,CA,,,2015,TOYOTA,Yaris,SIL,,,,,
2202072,1162897,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-80,55,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,30,C,CA,,,2007,LEXU,LS460,SIL,,,,,
2202005,1162859,2,Other,,False,,,,,,,,,,,A,STOPPED,H,NOT APPLICABLE,,,,,,,,,,,WANCO,SPCON,ORG,,,,,
2202004,1162859,1,Driver,True,False,True,M,AIR BAG NOT DEPLOYED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,S,I-880,65,R,OTHER,D,HBD-IMPAIRMENT UNKNOWN,,,,,,,,,,1997,PONT,Grand AM,GLD,,,,,
2201975,1162843,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107,N,I-880,55,R,OTHER,B,HBD-UNDER INFLUENCE,,,M,MALE,15,,,,,2010,TOYO,SCION XD,PLE,,,,,
2201829,1162769,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,E,I-580,65,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,26,C,CA,,,2005,HOND,CRV,TAN,,,,,
